,1,2,3,4,5,6,7,8,9,10,sense,rhs
32,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,<=,3.0
33,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,<=,4.0
34,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,<=,4.0
35,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,<=,4.0
36,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,<=,4.0
37,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,<=,4.0
38,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,<=,4.0
39,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,<=,4.0
40,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,<=,4.0
41,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,<=,4.0
42,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,<=,4.0
43,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,<=,4.0
44,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,<=,4.0
45,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,<=,4.0
46,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,<=,4.0
47,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,<=,4.0
48,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,<=,4.0
49,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,<=,4.0
50,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,<=,4.0
51,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,<=,4.0
52,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,<=,4.0
53,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,<=,5.0
54,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,<=,5.0
55,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,<=,5.0
56,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,<=,5.0
57,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,<=,5.0
58,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,<=,5.0
59,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,<=,5.0
60,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,<=,5.0
61,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,<=,5.0
62,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,<=,5.0
63,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,<=,5.0
64,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,<=,5.0
65,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,<=,5.0
66,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,<=,6.0
67,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,<=,6.0
68,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,<=,6.0
69,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,<=,6.0
70,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,<=,6.0
71,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,<=,6.0
72,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,<=,6.0
73,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,<=,6.0
74,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,<=,6.0
75,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,<=,6.0
76,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,<=,7.0
77,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,<=,7.0
78,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,<=,7.0
79,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,<=,7.0
80,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,<=,7.0
81,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,<=,7.0
82,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,<=,7.0
83,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,<=,7.0
84,1.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,7.0,<=,8.0
85,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,<=,8.0
86,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,<=,8.0
87,1.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,7.0,<=,8.0
88,1.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,7.0,<=,8.0
89,0.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,<=,8.0
90,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,6.0,<=,8.0
91,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,7.0,<=,8.0
92,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,7.0,<=,8.0
93,1.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,8.0,<=,9.0
94,1.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,7.0,<=,9.0
95,2.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,7.0,<=,9.0
96,2.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,7.0,<=,9.0
97,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,8.0,<=,9.0
98,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,<=,9.0
99,1.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,<=,9.0
100,1.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,8.0,<=,9.0
101,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,<=,9.0
102,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,<=,9.0
103,1.0,3.0,4.0,0.0,2.0,1.0,2.0,2.0,2.0,8.0,<=,10.0
104,2.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,9.0,<=,10.0
105,0.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,8.0,<=,10.0
106,1.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,3.0,9.0,<=,10.0
107,1.0,3.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,9.0,<=,10.0
108,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,<=,10.0
109,2.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,10.0,<=,11.0
110,2.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,10.0,<=,11.0
111,0.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,9.0,<=,11.0
112,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,<=,11.0
113,2.0,3.0,4.0,1.0,1.0,0.0,2.0,3.0,3.0,11.0,<=,12.0
114,2.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,10.0,<=,12.0
115,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,10.0,<=,12.0
116,2.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,12.0,<=,13.0
117,3.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,11.0,<=,13.0
118,2.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,11.0,<=,13.0
119,1.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,11.0,<=,13.0
120,2.0,4.0,6.0,0.0,2.0,1.0,3.0,3.0,3.0,12.0,<=,14.0
121,3.0,3.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,12.0,<=,14.0
122,1.0,5.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,12.0,<=,14.0
123,1.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,3.0,13.0,<=,15.0
124,2.0,5.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,13.0,<=,15.0
125,2.0,5.0,7.0,1.0,2.0,1.0,4.0,3.0,3.0,15.0,<=,17.0
126,2.0,6.0,6.0,1.0,2.0,1.0,4.0,4.0,2.0,15.0,<=,17.0
127,3.0,5.0,6.0,1.0,2.0,1.0,1.0,3.0,5.0,15.0,<=,17.0
128,4.0,4.0,6.0,1.0,3.0,2.0,2.0,4.0,4.0,15.0,<=,18.0
129,2.0,6.0,8.0,1.0,2.0,1.0,4.0,4.0,4.0,17.0,<=,19.0
130,2.0,6.0,8.0,1.0,3.0,2.0,4.0,4.0,4.0,17.0,<=,20.0
131,3.0,7.0,9.0,1.0,2.0,2.0,4.0,5.0,5.0,19.0,<=,22.0
132,3.0,7.0,10.0,1.0,3.0,2.0,5.0,5.0,5.0,21.0,<=,24.0
133,4.0,8.0,11.0,1.0,3.0,3.0,5.0,6.0,6.0,23.0,<=,27.0
134,4.0,10.0,13.0,1.0,3.0,2.0,6.0,7.0,7.0,28.0,<=,31.0
135,6.0,12.0,17.0,1.0,5.0,4.0,8.0,9.0,9.0,36.0,<=,41.0
