,1,2,3,4,5,6,7,8,9,10,sense,rhs
32,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,<=,5.0
33,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,<=,5.0
34,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,<=,5.0
35,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,<=,5.0
36,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,<=,5.0
37,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,<=,5.0
38,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,<=,5.0
39,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,<=,5.0
40,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,<=,5.0
41,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,<=,5.0
42,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,<=,6.0
43,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,<=,6.0
44,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,<=,6.0
45,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,<=,6.0
46,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,<=,6.0
47,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,<=,6.0
48,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<=,6.0
49,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,<=,6.0
50,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,<=,6.0
51,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,<=,6.0
52,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,<=,6.0
53,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,<=,7.0
54,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,<=,7.0
55,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,<=,7.0
56,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,<=,7.0
57,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,<=,7.0
58,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,<=,7.0
59,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,<=,7.0
60,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,<=,7.0
61,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,<=,7.0
62,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,<=,7.0
63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,<=,7.0
64,3.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,<=,8.0
65,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,<=,8.0
66,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,<=,8.0
67,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,<=,8.0
68,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,<=,8.0
69,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,<=,8.0
70,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,<=,8.0
71,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,<=,8.0
72,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,<=,8.0
73,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,<=,8.0
74,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,<=,8.0
75,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,<=,8.0
76,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,<=,8.0
77,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,<=,8.0
78,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,<=,8.0
79,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,<=,8.0
80,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,<=,8.0
81,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,<=,9.0
82,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,<=,9.0
83,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,<=,9.0
84,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,<=,9.0
85,3.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,<=,10.0
86,3.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,<=,10.0
87,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,<=,10.0
88,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,<=,10.0
89,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,<=,10.0
90,3.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,<=,10.0
91,3.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,<=,10.0
92,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,<=,10.0
93,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,<=,10.0
94,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,<=,10.0
95,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,<=,10.0
96,3.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,<=,10.0
97,3.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,<=,11.0
98,3.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,<=,11.0
99,3.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,<=,11.0
100,3.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,<=,11.0
101,3.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,<=,11.0
102,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,<=,11.0
103,3.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,<=,12.0
104,3.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,<=,12.0
105,3.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,<=,12.0
106,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,<=,12.0
107,3.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,<=,12.0
108,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,<=,12.0
109,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,<=,12.0
110,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,<=,12.0
111,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,<=,12.0
112,3.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,<=,13.0
113,3.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,<=,13.0
114,3.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,<=,13.0
115,4.0,1.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,1.0,<=,13.0
116,4.0,2.0,0.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,<=,13.0
117,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,<=,13.0
118,4.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,<=,14.0
119,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,<=,14.0
120,4.0,1.0,0.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,<=,14.0
121,4.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,<=,14.0
122,4.0,2.0,0.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,<=,14.0
123,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,<=,14.0
124,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,<=,14.0
125,4.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,<=,14.0
126,4.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,<=,14.0
127,4.0,2.0,0.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,<=,15.0
128,3.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,<=,15.0
129,4.0,2.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,2.0,<=,15.0
130,4.0,2.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,<=,15.0
131,4.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,<=,15.0
132,5.0,2.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,<=,16.0
133,4.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,<=,16.0
134,4.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,<=,16.0
135,4.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,<=,16.0
136,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,<=,16.0
137,4.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,<=,16.0
138,4.0,3.0,1.0,4.0,2.0,0.0,3.0,2.0,3.0,2.0,<=,17.0
139,5.0,2.0,0.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,<=,17.0
140,5.0,2.0,1.0,5.0,2.0,0.0,4.0,2.0,2.0,1.0,<=,17.0
141,5.0,3.0,1.0,5.0,1.0,0.0,4.0,2.0,2.0,2.0,<=,18.0
142,4.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,<=,18.0
143,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,<=,18.0
144,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,1.0,<=,18.0
145,5.0,3.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,2.0,<=,19.0
146,5.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,<=,19.0
147,5.0,2.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,<=,19.0
148,5.0,3.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,<=,19.0
149,5.0,3.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,1.0,<=,19.0
150,5.0,1.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,2.0,<=,19.0
151,5.0,2.0,1.0,5.0,3.0,2.0,4.0,2.0,3.0,2.0,<=,20.0
152,6.0,2.0,1.0,6.0,2.0,2.0,4.0,1.0,3.0,1.0,<=,20.0
153,6.0,3.0,1.0,6.0,2.0,1.0,5.0,2.0,3.0,2.0,<=,21.0
154,6.0,2.0,1.0,6.0,3.0,1.0,5.0,2.0,2.0,2.0,<=,21.0
155,6.0,2.0,1.0,6.0,3.0,1.0,5.0,2.0,3.0,1.0,<=,21.0
156,6.0,2.0,1.0,6.0,3.0,2.0,5.0,2.0,3.0,2.0,<=,22.0
157,6.0,3.0,1.0,6.0,3.0,1.0,6.0,2.0,2.0,1.0,<=,22.0
158,6.0,3.0,1.0,6.0,3.0,1.0,4.0,3.0,4.0,2.0,<=,23.0
159,7.0,2.0,1.0,7.0,3.0,1.0,5.0,2.0,3.0,2.0,<=,23.0
160,6.0,3.0,1.0,6.0,3.0,2.0,5.0,3.0,4.0,2.0,<=,24.0
161,7.0,3.0,1.0,7.0,3.0,1.0,6.0,2.0,3.0,2.0,<=,24.0
162,7.0,3.0,1.0,7.0,3.0,2.0,6.0,3.0,4.0,2.0,<=,26.0
163,7.0,3.0,1.0,7.0,4.0,2.0,5.0,3.0,4.0,3.0,<=,27.0
164,8.0,3.0,1.0,8.0,3.0,1.0,6.0,3.0,4.0,2.0,<=,27.0
165,8.0,3.0,1.0,8.0,4.0,2.0,7.0,3.0,4.0,2.0,<=,29.0
166,8.0,4.0,1.0,8.0,4.0,2.0,6.0,3.0,5.0,3.0,<=,30.0
167,9.0,3.0,1.0,9.0,4.0,1.0,7.0,3.0,4.0,2.0,<=,30.0
168,9.0,3.0,1.0,9.0,4.0,2.0,7.0,3.0,4.0,3.0,<=,31.0
169,10.0,4.0,1.0,10.0,4.0,2.0,8.0,3.0,5.0,3.0,<=,34.0
